,simm_ABAD_pos,simm_ABAD_neg,simm_LAR_pos,simm_LAR_neg,simm_FLEX_pos,simm_FLEX_neg,maya_ABAD_pos,maya_ABAD_neg,maya_LAR_pos,maya_LAR_neg,maya_FLEX_pos,maya_FLEX_neg
44L_14_642,0.0,-11.16395,0.0,-5.8748,7.54392,0.0,0.0,-14.17429209,0.0,-6.4283841850000005,6.502340436000001,0.0
44L_14_643,0.0,-11.09044,0.0,-5.8652,7.85556,0.0,0.0,-14.05063987,0.0,-6.650155783000001,6.67539537,0.0
44L_14_644,0.0,-10.96456,0.0,-5.8154,8.16841,0.0,0.0,-13.86986732,0.0,-6.892217993999999,6.804520488,0.0
44L_14_645,0.0,-10.84231,0.0,-5.7195,8.43576,0.0,0.0,-13.67124081,0.0,-7.029498219,6.919494271,0.0
44L_14_646,0.0,-10.76288,0.0,-5.5761,8.65136,0.0,0.0,-13.48675966,0.0,-6.967528462,7.089878917,0.0
44L_14_647,0.0,-10.71777,0.0,-5.3889,8.85427,0.0,0.0,-13.31550956,0.0,-6.726676226,7.372618914,0.0
44L_14_648,0.0,-10.65663,0.0,-5.1761,9.0949,0.0,0.0,-13.12281489,0.0,-6.4446753260000005,7.759903072999999,0.0
44L_14_649,0.0,-10.53246,0.0,-4.9755,9.37805,0.0,0.0,-12.87054658,0.0,-6.275959611,8.179391622999999,0.0
44L_14_650,0.0,-10.34654,0.0,-4.8333,9.63832,0.0,0.0,-12.54920363,0.0,-6.273384094,8.547528982,0.0
44L_14_651,0.0,-10.14683,0.0,-4.785,9.78746,0.0,0.0,-12.17828751,0.0,-6.359628439,8.826130629,0.0
44L_14_652,0.0,-9.98808,0.0,-4.8387,9.78488,0.0,0.0,-11.78331614,0.0,-6.396121979,9.045009613,0.0
44L_14_653,0.0,-9.89175,0.0,-4.9702,9.66946,0.0,0.0,-11.37846231,0.0,-6.285575032000001,9.282879829,0.0
44L_14_654,0.0,-9.82617,0.0,-5.1333,9.54622,0.0,0.0,-10.96131802,0.0,-6.053633094,9.607591629,0.0
44L_14_655,0.0,-9.71952,0.0,-5.2828,9.53349,0.0,0.0,-10.51648259,0.0,-5.852050185,10.01042008,0.0
44L_14_656,0.0,-9.51238,0.0,-5.4008,9.67704,0.0,0.0,-10.03484488,0.0,-5.843338966,10.40568948,0.0
44L_14_657,0.0,-9.21517,0.0,-5.5074,9.89494,0.0,0.0,-9.538500905,0.0,-6.051725745,10.70608139,0.0
44L_14_658,0.0,-8.90549,0.0,-5.6449,10.03387,0.0,0.0,-9.075830579,0.0,-6.34354651,10.88508487,0.0
44L_14_659,0.0,-8.6601,0.0,-5.8435,9.99108,0.0,0.0,-8.683362007,0.0,-6.557090282,10.96765876,0.0
44L_14_660,0.0,-8.49882,0.0,-6.0945,9.7774,0.0,0.0,-8.361261487,0.0,-6.628957391,10.99161267,0.0
44L_14_661,0.0,-8.39411,0.0,-6.3559,9.48434,0.0,0.0,-8.087497354,0.0,-6.605297923,10.98831773,0.0
44L_14_662,0.0,-8.31061,0.0,-6.5831,9.20863,0.0,0.0,-7.842406630999999,0.0,-6.572132111,10.97695947,0.0
44L_14_663,0.0,-8.22349,0.0,-6.7559,8.99996,0.0,0.0,-7.615951896,0.0,-6.588103771,10.96083283,0.0
44L_14_664,0.0,-8.11987,0.0,-6.8823,8.85302,0.0,0.0,-7.402543426,0.0,-6.6595858340000005,10.93283057,0.0
44L_14_665,0.0,-8.00202,0.0,-6.9847,8.72739,0.0,0.0,-7.196546197,0.0,-6.756532788,10.88775754,0.0
44L_14_666,0.0,-7.88381,0.0,-7.084,8.57912,0.0,0.0,-6.992504001,0.0,-6.846437453999999,10.828123089999998,0.0
44L_14_667,0.0,-7.77913,0.0,-7.1898,8.38428,0.0,0.0,-6.788681149,0.0,-6.917151213,10.75895309,0.0
44L_14_668,0.0,-7.69557,0.0,-7.3004,8.14192,0.0,0.0,-6.589248776,0.0,-6.976439953,10.67806482,0.0
44L_14_669,0.0,-7.63286,0.0,-7.4054,7.87075,0.0,0.0,-6.402001977,0.0,-7.037712336,10.57344794,0.0
44L_14_670,0.0,-7.58003,0.0,-7.4897,7.60983,0.0,0.0,-6.234141588,0.0,-7.107297778,10.43504357,0.0
44L_14_671,0.0,-7.51986,0.0,-7.54,7.4048,0.0,0.0,-6.089032292,0.0,-7.182540894000001,10.27081251,0.0
44L_14_672,0.0,-7.44379,0.0,-7.5534,7.2723,0.0,0.0,-5.963928103000001,0.0,-7.257810234999999,10.10640144,0.0
44L_14_673,0.0,-7.36035,0.0,-7.541,7.17698,0.0,0.0,-5.849784613,0.0,-7.326499819999999,9.96517241,0.0
44L_14_674,0.0,-7.28635,0.0,-7.5196,7.05202,0.0,0.0,-5.734680891,0.0,-7.377898693000001,9.848591685,0.0
44L_14_675,0.0,-7.23213,0.0,-7.4976,6.84687,0.0,0.0,-5.60856998,0.0,-7.402964234000001,9.73254323,0.0
44L_14_676,0.0,-7.19584,0.0,-7.4654,6.56209,0.0,0.0,-5.467238426,0.0,-7.40493238,9.582372308,0.0
44L_14_677,0.0,-7.16982,0.0,-7.4007,6.24694,0.0,0.0,-5.315272808,0.0,-7.392748594,9.383382797,0.0
44L_14_678,0.0,-7.14933,0.0,-7.284,5.96634,0.0,0.0,-5.164307952,0.0,-7.364154458,9.164289236,0.0
44L_14_679,0.0,-7.1315,0.0,-7.1112,5.76612,0.0,0.0,-5.024738312,0.0,-7.306140661000001,8.982878327,0.0
44L_14_680,0.0,-7.10715,0.0,-6.8927,5.6577,0.0,0.0,-4.897798598,0.0,-7.210366726,8.881135583,0.0
44L_14_681,0.0,-7.06201,0.0,-6.6414,5.62032,0.0,0.0,-4.77532357,0.0,-7.079533339,8.85394454,0.0
44L_14_682,0.0,-6.98985,0.0,-6.3625,5.61309,0.0,0.0,-4.64620471,0.0,-6.923134327,8.855108619,0.0
44L_14_683,0.0,-6.89533,0.0,-6.0506,5.60071,0.0,0.0,-4.503981173,0.0,-6.756048798999999,8.826812506,0.0
44L_14_684,0.0,-6.7793,0.0,-5.6971,5.58095,0.0,0.0,-4.351881146,0.0,-6.596800089,8.733758926,0.0
44L_14_685,0.0,-6.63345,0.0,-5.3017,5.57937,0.0,0.0,-4.202460647,0.0,-6.457245946,8.5857445,0.0
44L_14_686,0.0,-6.45479,0.0,-4.8754,5.61246,0.0,0.0,-4.070117474,0.0,-6.332245469,8.428221345,0.0
44L_14_687,0.0,-6.25417,0.0,-4.432,5.66648,0.0,0.0,-3.961216807,0.0,-6.203204989,8.301220536,0.0
44L_14_688,0.0,-6.04673,0.0,-3.9763,5.71369,0.0,0.0,-3.870986402,0.0,-6.057000756000001,8.200974464,0.0
44L_14_689,0.0,-5.83917,0.0,-3.5002,5.74267,0.0,0.0,-3.791030347,0.0,-5.90246737,8.080199361,0.0
44L_14_690,0.0,-5.62192,0.0,-2.989,5.77829,0.0,0.0,-3.72107774,0.0,-5.760063529,7.890025377,0.0
44L_14_691,0.0,-5.36925,0.0,-2.4326,5.87687,0.0,0.0,-3.673438728,0.0,-5.630474687,7.627535462,0.0
44L_14_692,0.0,-5.05625,0.0,-1.8318,6.09018,0.0,0.0,-3.665749133,0.0,-5.479326844,7.342033982,0.0
44L_14_693,0.0,-4.68552,0.0,-1.1987,6.42207,0.0,0.0,-3.711076379,0.0,-5.255205630999999,7.092501521,0.0
44L_14_694,0.0,-4.29552,0.0,-0.5551,6.82028,0.0,0.0,-3.815956712,0.0,-4.921484888,6.899208426,0.0
44L_14_695,0.0,-3.94054,0.0705,0.0,7.21025,0.0,0.0,-3.984925747,0.0,-4.480047524,6.7317307,0.0
44L_14_696,0.0,-3.66561,0.6463,0.0,7.53444,0.0,0.0,-4.222866297,0.0,-3.977469206,6.535711288,0.0
44L_14_697,0.0,-3.49704,1.1432,0.0,7.76693,0.0,0.0,-4.530911446,0.0,-3.487317264,6.274096966,0.0
44L_14_698,0.0,-3.44517,1.5433,0.0,7.906,0.0,0.0,-4.899834095999999,0.0,-3.071348667,5.953402518999999,0.0
44L_14_699,0.0,-3.50749,1.8465,0.0,7.96083,0.0,0.0,-5.308812261,0.0,-2.745700181,5.615244508,0.0
44L_14_700,0.0,-3.66765,2.0713,0.0,7.94335,0.0,0.0,-5.732699633,0.0,-2.482943833,5.301300287,0.0
44L_14_701,0.0,-3.89545,2.2484,0.0,7.86619,0.0,0.0,-6.15159452,0.0,-2.246375382,5.023828744999999,0.0
44L_14_702,0.0,-4.15571,2.408,0.0,7.7412,0.0,0.0,-6.5550518040000005,0.0,-2.020161301,4.765021503,0.0
44L_14_703,0.0,-4.42417,2.5687,0.0,7.57567,0.0,0.0,-6.940892339,0.0,-1.810563505,4.49880451,0.0
44L_14_704,0.0,-4.69836,2.7337,0.0,7.36981,0.0,0.0,-7.313235402,0.0,-1.627944261,4.211533964,0.0
44L_14_705,0.0,-4.99219,2.8968,0.0,7.12148,0.0,0.0,-7.682045102,0.0,-1.473447233,3.905843794,0.0
44L_14_706,0.0,-5.318,3.051,0.0,6.83624,0.0,0.0,-8.062447906,0.0,-1.340214461,3.590782285,0.0
44L_14_707,0.0,-5.67432,3.1978,0.0,6.53072,0.0,0.0,-8.470237255,0.0,-1.219156161,3.271036148,0.0
44L_14_708,0.0,-6.05199,3.349,0.0,6.21932,0.0,0.0,-8.913065195,0.0,-1.097310781,2.9428613190000004,0.0
44L_14_709,0.0,-6.44825,3.5208,0.0,5.89557,0.0,0.0,-9.384140968,0.0,-0.9529500455,2.595959604,0.0
44L_14_710,0.0,-6.87138,3.7194,0.0,5.52909,0.0,0.0,-9.868177176,0.0,-0.7622962445000001,2.219088376,0.0
44L_14_711,0.0,-7.33521,3.9238,0.0,5.08309,0.0,0.0,-10.35871148,0.0,-0.5219725892,1.809342057,0.0
44L_14_712,0.0,-7.8526,4.076,0.0,4.5378,0.0,0.0,-10.86830139,0.0,-0.2706413157,1.383059621,0.0
44L_14_713,0.0,-8.42989,4.0838,0.0,3.90288,0.0,0.0,-11.41191602,0.0,-0.08759084158,0.9817911685,0.0
44L_14_714,0.0,-9.05527,3.8413,0.0,3.21676,0.0,0.0,-11.972482200000002,0.0,-0.06445524283,0.6674596667,0.0
44L_14_715,0.0,-9.67767,3.2629,0.0,2.54748,0.0,0.0,-12.48798251,0.0,-0.2672201395,0.5059300736,0.0
44L_14_716,0.0,-10.19477,2.3213,0.0,1.99879,0.0,0.0,-12.88483024,0.0,-0.7102535664999999,0.5443353578,0.0
44L_14_717,0.0,-10.48506,1.0759,0.0,1.6948,0.0,0.0,-13.12896371,0.0,-1.357562542,0.7950091362,0.0
44L_14_718,0.0,-10.4866,0.0,-0.3301,1.7193,0.0,0.0,-13.24285388,0.0,-2.144630402,1.234857142,0.0
44L_14_719,0.0,-10.25553,0.0,-1.7173,2.04723,0.0,0.0,-13.27709913,0.0,-2.989762723,1.809643209,0.0
44L_14_720,0.0,-9.93461,0.0,-2.9303,2.54261,0.0,0.0,-13.27459812,0.0,-3.784913719,2.431007922,0.0
44L_14_721,0.0,-9.66171,0.0,-3.8729,3.03548,0.0,0.0,-13.25904727,0.0,-4.405652285,2.984701991,0.0
44L_14_722,0.0,-9.5065,0.0,-4.514,3.41338,0.0,0.0,-13.2393384,0.0,-4.768350124,3.37807864,0.0
44L_14_723,0.0,-9.46856,0.0,-4.884,3.66403,0.0,0.0,-13.215481039999998,0.0,-4.8881927130000005,3.601468801,0.0
44L_14_724,0.0,-9.50798,0.0,-5.0582,3.85193,0.0,0.0,-13.18882823,0.0,-4.870480001,3.734135926,0.0
44L_14_725,0.0,-9.57484,0.0,-5.1277,4.05515,0.0,0.0,-13.16746473,0.0,-4.836822748,3.877146244,0.0
44L_14_726,0.0,-9.62765,0.0,-5.1667,4.30945,0.0,0.0,-13.15404773,0.0,-4.852238894,4.077642858,0.0
44L_14_727,0.0,-9.64488,0.0,-5.2161,4.59361,0.0,0.0,-13.13711166,0.0,-4.910821915,4.310520291,0.0
44L_14_728,0.0,-9.62931,0.0,-5.287,4.85867,0.0,0.0,-13.10656428,0.0,-4.976605475,4.520016015,0.0
44L_14_729,0.0,-9.60052,0.0,-5.3739,5.07159,0.0,0.0,-13.07067752,0.0,-5.027308464,4.673052728,0.0
44L_14_730,0.0,-9.58027,0.0,-5.466,5.23573,0.0,0.0,-13.04867268,0.0,-5.062916875,4.778237939,0.0
44L_14_731,0.0,-9.58127,0.0,-5.5509,5.38011,0.0,0.0,-13.05194855,0.0,-5.090504885,4.868084192,0.0
44L_14_732,0.0,-9.60659,0.0,-5.6176,5.53564,0.0,0.0,-13.07816625,0.0,-5.113371015,4.972617626,0.0
44L_14_733,0.0,-9.65686,0.0,-5.6596,5.71744,0.0,0.0,-13.118469719999998,0.0,-5.130614637999999,5.103814006,0.0
44L_14_734,0.0,-9.73608,0.0,-5.6762,5.92089,0.0,0.0,-13.16458941,0.0,-5.138528943000001,5.253635049,0.0
44L_14_735,0.0,-9.85048,0.0,-5.6714,6.13065,0.0,0.0,-13.21203709,0.0,-5.132911205,5.403848289999999,0.0
44L_14_736,0.0,-10.00201,0.0,-5.6518,6.33449,0.0,0.0,-13.26354504,0.0,-5.11654079,5.54197669,0.0
44L_14_737,0.0,-10.18216,0.0,-5.6248,6.53082,0.0,0.0,-13.3317697,0.0,-5.107153058,5.671525598000001,0.0
44L_14_738,0.0,-10.37069,0.0,-5.5968,6.72428,0.0,0.0,-13.43425989,0.0,-5.135000944,5.807189345,0.0
44L_14_739,0.0,-10.54188,0.0,-5.5728,6.9153,0.0,0.0,-13.57948542,0.0,-5.226991773,5.958704947999999,0.0
44L_14_740,0.0,-10.67757,0.0,-5.5558,7.0947,0.0,0.0,-13.75409007,0.0,-5.3863954540000005,6.117979287999999,0.0
44L_14_741,0.0,-10.77988,0.0,-5.5457,7.24992,0.0,0.0,-13.92381072,0.0,-5.581005216,6.262686253,0.0
44L_14_742,0.0,-10.87119,0.0,-5.537,7.37833,0.0,0.0,-14.05026793,0.0,-5.751606822,6.37753427,0.0
44L_14_743,0.0,-10.9744,0.0,-5.518,7.49931,0.0,0.0,-14.11144376,0.0,-5.849114655999999,6.477464437,0.0
44L_14_744,0.0,-11.08205,0.0,-5.4745,7.65697,0.0,0.0,-14.10703063,0.0,-5.8855003120000005,6.604090929000001,0.0
44L_14_745,0.0,-11.14359,0.0,-5.3988,7.89681,0.0,0.0,-14.04405117,0.0,-5.945311189,6.782967448,0.0
44L_14_746,0.0,-11.10237,0.0,-5.299,8.21161,0.0,0.0,-13.92273545,0.0,-6.119818687,6.980866194000001,0.0
44L_14_747,0.0,-10.95584,0.0,-5.2052,8.5148,0.0,0.0,-13.73995423,0.0,-6.415354013,7.122824192,0.0
44L_14_748,0.0,-10.76376,0.0,-5.1578,8.69802,0.0,0.0,-13.50097299,0.0,-6.729091405999999,7.166591287,0.0
44L_14_749,0.0,-10.59654,0.0,-5.1826,8.71368,0.0,0.0,-13.22403908,0.0,-6.917400956000001,7.159346938,0.0
44L_14_750,0.0,-10.4846,0.0,-5.276,8.60311,0.0,0.0,-12.93316007,0.0,-6.904733777,7.207915187,0.0
44L_14_751,0.0,-10.40313,0.0,-5.4097,8.46744,0.0,0.0,-12.64067888,0.0,-6.751740575,7.377246022,0.0
44L_14_752,0.0,-10.29984,0.0,-5.5528,8.39908,0.0,0.0,-12.33774543,0.0,-6.61696434,7.619265318,0.0
44L_14_753,0.0,-10.15037,0.0,-5.6932,8.40472,0.0,0.0,-12.01619744,0.0,-6.63159132,7.813566327,0.0
44L_14_754,0.0,-9.98631,0.0,-5.8404,8.39719,0.0,0.0,-11.69882536,0.0,-6.80226326,7.872062325,0.0
44L_14_755,0.0,-9.86309,0.0,-6.0064,8.28239,0.0,0.0,-11.42919183,0.0,-7.031483054,7.795666456,0.0
44L_14_756,0.0,-9.81058,0.0,-6.1835,8.04581,0.0,0.0,-11.23366833,0.0,-7.215716243,7.650253772999999,0.0
44L_14_757,0.0,-9.82022,0.0,-6.3419,7.75473,0.0,0.0,-11.10940814,0.0,-7.31521368,7.511743307,0.0
44L_14_758,0.0,-9.86455,0.0,-6.4516,7.49966,0.0,0.0,-11.04193807,0.0,-7.352275252,7.425960898,0.0
44L_14_759,0.0,-9.91637,0.0,-6.501,7.34209,0.0,0.0,-11.01821184,0.0,-7.372102141,7.397561669,0.0
44L_14_760,0.0,-9.9563,0.0,-6.4993,7.29983,0.0,0.0,-11.02743268,0.0,-7.406699657,7.40414381,0.0
44L_14_761,0.0,-9.97565,0.0,-6.4632,7.3563,0.0,0.0,-11.06258392,0.0,-7.457434535000001,7.418779134999999,0.0
44L_14_762,0.0,-9.97955,0.0,-6.4071,7.47133,0.0,0.0,-11.12473965,0.0,-7.497574687,7.423697113999999,0.0
44L_14_763,0.0,-9.98696,0.0,-6.3396,7.59025,0.0,0.0,-11.22242451,0.0,-7.491941452000001,7.410549521,0.0
44L_14_764,0.0,-10.02009,0.0,-6.2648,7.66496,0.0,0.0,-11.36276722,0.0,-7.426533699,7.373889088999999,0.0
44L_14_765,0.0,-10.08673,0.0,-6.1821,7.68392,0.0,0.0,-11.54243708,0.0,-7.328991294,7.308481336,0.0
44L_14_766,0.0,-10.17549,0.0,-6.0858,7.68122,0.0,0.0,-11.74975276,0.0,-7.255079746000001,7.216157913,0.0
44L_14_767,0.0,-10.27111,0.0,-5.9698,7.70796,0.0,0.0,-11.97503209,0.0,-7.244561315,7.113451361999999,0.0
44L_14_768,0.0,-10.3694,0.0,-5.8344,7.79221,0.0,0.0,-12.21419215,0.0,-7.289091348999999,7.024837136,0.0
44L_14_769,0.0,-10.47501,0.0,-5.6883,7.92372,0.0,0.0,-12.46330857,0.0,-7.34238565,6.96446538,0.0
44L_14_770,0.0,-10.59097,0.0,-5.5458,8.06577,0.0,0.0,-12.71624923,0.0,-7.355507611999999,6.925657392,0.0
44L_14_771,0.0,-10.71358,0.0,-5.4218,8.17613,0.0,0.0,-12.96794415,0.0,-7.308442593,6.88569963,0.0
44L_14_772,0.0,-10.83321,0.0,-5.3253,8.22593,0.0,0.0,-13.2145977,0.0,-7.223577499,6.818211675,0.0
44L_14_773,0.0,-10.93791,0.0,-5.2572,8.20924,0.0,0.0,-13.44923139,0.0,-7.150591612,6.705930233,0.0
44L_14_774,0.0,-11.01966,0.0,-5.2108,8.13626,0.0,0.0,-13.65963101,0.0,-7.125394344,6.548715830000001,0.0
44L_14_775,0.0,-11.07797,0.0,-5.1767,8.0165,0.0,0.0,-13.83092523,0.0,-7.135038971999999,6.3612347840000005,0.0
44L_14_776,0.0,-11.1142,0.0,-5.1467,7.84943,0.0,0.0,-13.9476788,0.0,-7.1230340000000005,6.162012815,0.0
44L_14_777,0.0,-11.12005,0.0,-5.1171,7.63119,0.0,0.0,-13.99444818,0.0,-7.031111717,5.964100361,0.0
44L_14_778,0.0,-11.07511,0.0,-5.0898,7.3684,0.0,0.0,-13.96079898,0.0,-6.841311455,5.774482489,0.0
44L_14_779,0.0,-10.96178,0.0,-5.0722,7.08496,0.0,0.0,-13.85139942,0.0,-6.5884441140000005,5.5988895890000006,0.0
44L_14_780,0.0,-10.78592,0.0,-5.0757,6.81311,0.0,0.0,-13.6900866,0.0,-6.33923471,5.444000959,0.0
44L_14_781,0.0,-10.57808,0.0,-5.1077,6.57343,0.0,0.0,-13.50991726,0.0,-6.1544913050000005,5.31273365,0.0
44L_14_782,0.0,-10.37179,0.0,-5.1642,6.36063,0.0,0.0,-13.33806634,0.0,-6.057249308,5.195687413,0.0
44L_14_783,0.0,-10.18425,0.0,-5.229,6.14769,0.0,0.0,-13.18874359,0.0,-6.024459599999999,5.068346858,0.0
44L_14_784,0.0,-10.01495,0.0,-5.2821,5.90366,0.0,0.0,-13.064996,0.0,-6.005399823,4.901716113,0.0
44L_14_785,0.0,-9.85512,0.0,-5.3096,5.61224,0.0,0.0,-12.96359539,0.0,-5.953963398999999,4.681524038,0.0
44L_14_786,0.0,-9.69851,0.0,-5.31,5.28073,0.0,0.0,-12.88099289,0.0,-5.854143499999999,4.420955181,0.0
44L_14_787,0.0,-9.54874,0.0,-5.2925,4.93482,0.0,0.0,-12.81891465,0.0,-5.72371304,4.155559242,0.0
44L_14_788,0.0,-9.4192,0.0,-5.271,4.60309,0.0,0.0,-12.78467655,0.0,-5.597567558,3.923564553,0.0
44L_14_789,0.0,-9.32532,0.0,-5.2545,4.30251,0.0,0.0,-12.78445005,0.0,-5.505902171,3.746414185,0.0
44L_14_790,0.0,-9.27578,0.0,-5.2411,4.0344,0.0,0.0,-12.81629086,0.0,-5.460307002,3.621146083,0.0
44L_14_791,0.0,-9.26897,0.0,-5.2183,3.79,0.0,0.0,-12.87018538,0.0,-5.450303555,3.5251173380000003,0.0
44L_14_792,0.0,-9.29564,0.0,-5.1687,3.55944,0.0,0.0,-12.93340206,0.0,-5.448485613000001,3.429190814,0.0
44L_14_793,0.0,-9.34467,0.0,-5.0774,3.33991,0.0,0.0,-12.99443007,0.0,-5.42214632,3.314783573,0.0
44L_14_794,0.0,-9.40815,0.0,-4.9373,3.13986,0.0,0.0,-13.04398537,0.0,-5.345979929,3.1855687500000003,0.0
44L_14_795,0.0,-9.48279,0.0,-4.751,2.97649,0.0,0.0,-13.0766356,0.0,-5.209034681,3.064457476,0.0
44L_14_796,0.0,-9.56764,0.0,-4.5287,2.8663,0.0,0.0,-13.0934155,0.0,-5.015730262,2.977675796,0.0
44L_14_797,0.0,-9.66081,0.0,-4.2835,2.81412,0.0,0.0,-13.10235381,0.0,-4.785736501000001,2.938347459,0.0
44L_14_798,0.0,-9.75814,0.0,-4.0279,2.80759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46L_16_56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
